edad,ingreso_mensual,antiguedad_cliente_meses,limite_credito,saldo_promedio,porcentaje_utilizacion,num_transacciones_mes,pagos_atrasados_12m,reclamos_12m,region_Norte,region_Sur,canal_adquisicion_Referido,canal_adquisicion_Sucursal,canal_adquisicion_Web,tipo_producto_Préstamo,tipo_producto_Tarjeta,tipo_contrato_Mensual,metodo_pago_Efectivo,metodo_pago_Transferencia,segmento_cliente,default_12m
0.4599567170562296,-0.23915359868760996,-0.9611315467538397,-0.5059365558616272,-0.20476920106799024,0.46362178120335684,0.46627521161766133,1.6259878134606849,-0.48849277951831244,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.1418445613112044,-0.46748276824269014,3.467460108415108,-0.301766130130613,-0.29714004163066077,-0.169499130474357,-0.699412817426492,-1.0988269783961213,-0.48849277951831244,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0
0.631899939446925,-0.6399793477944363,0.6612238120704282,-0.8219554645768754,-0.7527889040071641,-0.8026200421520711,-0.46627521161766133,-0.1905553811105193,0.3241719676424137,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
1.57758766259575,-0.16313462252786806,1.0996982333742844,-0.4197931276257825,-0.8307875275789478,-1.435740953829785,0.9325504232353227,-1.0988269783961213,0.3241719676424137,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
-0.22781617250655212,1.1039873301874177,0.22274939076657208,1.3216317743111696,-0.2571281244100621,-1.1191804979909281,1.1656880290441534,0.7177162161750827,0.3241719676424137,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1
-0.22781617250655212,-0.729158573408227,-0.8295892203626829,-0.6458745209263387,-0.831537474660722,-1.3091167714942422,0.699412817426492,-1.0988269783961213,-0.48849277951831244,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
1.57758766259575,0.8100017224449955,-0.9611315467538397,0.9435470057086638,0.14143396427158103,-0.5493716774809854,1.6319632406618145,-1.0988269783961213,-0.48849277951831244,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1
0.8038431618376204,-0.7343205345167068,1.0558507912438988,-0.5991257475157498,-0.1427246404150807,0.9068064193777566,-0.23313760580883067,0.7177162161750827,-0.48849277951831244,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1
-0.48573100609259523,-0.7656282582399166,-0.4788096833195979,-0.552254747797167,-0.7145186091761572,-0.9925563156553852,-1.398825634852984,2.534259410746287,-0.48849277951831244,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5459283282515773,0.566484976275252,-0.698046893971526,0.6544536397508807,0.6140716042906328,0.27368550770004285,0.699412817426492,-1.0988269783961213,-0.48849277951831244,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1
-0.48573100609259523,0.7013099556072294,-0.17187758840689854,0.36436268396810195,1.0582837736700803,1.286678966384385,-0.23313760580883067,-1.0988269783961213,-0.48849277951831244,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0
-0.48573100609259523,0.6083946556545915,-0.4349622411892123,0.07245151980611145,-0.0352964896940535,-0.10618703930658555,0.23313760580883067,-0.1905553811105193,-0.48849277951831244,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
